age,studytime,failures,famrel,freetime,ChildCount,health,CountProf,scorProf,sex_F,sex_M,job_no,job_yes,famhightedu_no,famhightedu_yes,activities_no,activities_yes,NationalITy_Russia,NationalITy_Russian,NationalITy_Ukraine,NationalITy_kyrgyzstan,PlaceofBirth_Moroccan,PlaceofBirth_Palestine,PlaceofBirth_Russia,PlaceofBirth_Russian,PlaceofBirth_SaudiArabia,PlaceofBirth_Tajikistani,PlaceofBirth_Ukraine,PlaceofBirth_kyrgyzstan,Predict
18,3,0,5,3,1,3,12,4.38,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,D
17,3,0,3,2,1,4,9,3.61,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,F
18,3,0,4,3,1,3,10,4.85,True,False,True,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,D
18,2,0,4,2,3,1,17,4.26,False,True,True,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,A
17,2,0,5,4,3,5,9,4.32,False,True,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,A
18,2,0,4,3,2,4,10,4.95,True,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,B
18,2,0,5,4,1,5,9,3.54,False,True,True,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,B
19,2,2,4,3,3,5,9,4.7,True,False,True,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,A
18,4,0,4,5,1,2,14,3.3,True,False,True,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,F
18,2,0,4,4,1,3,11,4.69,True,False,True,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,D
17,2,0,3,5,2,1,14,4.97,False,True,True,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,B
17,2,0,4,3,1,1,10,3.29,True,False,True,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,A
17,2,0,4,4,2,5,12,3.03,True,False,False,True,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,B
18,1,0,3,2,1,3,9,3.52,False,True,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,B
18,2,1,2,4,1,4,8,4.41,True,False,False,True,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,C
18,1,0,4,2,1,1,11,4.04,False,True,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,A
17,1,0,4,5,2,5,8,4.67,False,True,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,C
17,1,1,4,4,3,3,9,3.29,False,True,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,B
18,4,0,5,2,1,3,12,4.09,True,False,True,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,B
18,2,0,5,4,1,4,9,4.16,True,False,False,True,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,C
17,2,0,5,4,1,5,9,3.12,True,False,True,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,C
17,2,0,4,3,1,4,10,3.5,False,True,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,B
18,3,0,4,3,1,2,18,3.37,True,False,True,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,C
17,3,0,4,3,1,3,12,3.41,True,False,True,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,C
18,3,0,4,2,1,2,14,3.72,False,True,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,C
18,2,0,5,4,1,2,13,3.74,False,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,A
18,2,0,4,3,1,5,11,3.52,False,True,True,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,A
17,3,0,4,2,1,3,20,3.33,True,False,True,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,D
18,2,1,5,4,1,5,12,3.12,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,A
18,3,0,5,4,1,4,13,4.21,False,True,True,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,A
17,1,0,4,4,1,5,12,4.21,False,True,True,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,A
19,2,0,2,3,2,2,9,4.22,True,False,True,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,B
18,2,0,4,4,1,2,8,4.88,True,False,True,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,C
18,4,0,4,3,1,3,13,3.93,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,C
18,1,0,1,4,2,1,20,4.4,False,True,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,C
18,2,0,4,2,1,4,10,4.97,True,False,True,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,D
17,3,0,4,3,1,3,12,4.23,True,False,True,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,D
17,4,0,5,2,1,5,17,3.16,True,False,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,C
19,2,1,4,4,1,3,14,3.73,False,True,True,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,A
18,2,1,4,4,1,3,12,3.73,True,False,True,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,A
20,1,0,5,5,1,5,18,3.2,False,True,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,A
19,1,1,4,3,1,4,9,4.63,False,True,True,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,C
19,2,1,4,5,1,5,12,3.83,False,True,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,D
19,2,1,4,4,1,3,10,3.42,True,False,False,True,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,C
19,2,1,4,2,2,3,9,3.68,True,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,C
19,2,0,3,4,1,2,12,3.03,True,False,True,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,B
19,2,1,4,5,2,4,11,3.29,False,True,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,D
19,2,1,4,2,1,1,10,3.08,True,False,True,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,C
18,2,0,5,3,1,1,8,3.37,True,False,True,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,B
18,3,0,4,3,1,5,10,4.36,True,False,True,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,B
17,3,0,4,3,2,5,11,3.12,True,False,True,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,A
18,2,0,4,4,3,5,11,3.87,True,False,True,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,B
17,2,0,5,2,1,5,13,4.77,True,False,True,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,C
17,2,0,4,2,1,3,9,3.99,True,False,True,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,C
17,3,0,3,3,2,3,11,3.16,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,D
17,3,0,3,4,2,5,14,4.21,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,A
17,3,0,3,3,2,2,20,4.03,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,D
18,3,0,4,3,2,3,12,3.51,False,True,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,C
17,1,0,4,3,3,5,20,3.07,False,True,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,A
17,3,0,5,4,1,4,9,3.67,True,False,True,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,C
17,3,0,4,3,1,4,14,3.95,True,False,True,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,C
18,4,0,4,5,2,5,8,4.95,False,True,True,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,A
17,3,0,4,4,1,5,14,3.45,True,False,True,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,D
18,2,0,4,3,1,2,8,4.2,True,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,F
18,4,0,4,4,1,4,9,3.88,True,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,A
17,3,0,4,4,1,5,20,4.81,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,A
19,3,1,5,4,1,5,13,4.42,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,B
17,2,0,4,3,2,2,8,3.13,True,False,True,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,D
18,4,0,5,3,1,1,20,3.25,True,False,True,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,A
17,2,0,4,3,2,2,10,3.88,True,False,True,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,D
19,3,1,4,3,1,3,12,4.05,True,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,C
18,2,1,4,3,2,2,10,3.15,False,True,True,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,C
18,2,0,4,3,1,5,20,3.91,False,True,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,F
17,2,1,3,3,1,4,8,4.14,True,False,True,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,C
18,3,0,4,3,1,3,10,3.08,True,False,True,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,B
18,3,0,5,4,2,1,13,3.12,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,A
18,3,0,5,3,1,4,20,4.88,False,True,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,A
18,3,0,5,4,2,5,10,4.86,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,B
17,3,0,4,4,1,4,20,3.88,True,False,True,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,C
19,2,3,5,4,3,2,7,4.75,False,True,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,B
17,2,0,4,5,2,3,13,4.09,False,True,True,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,C
18,1,1,4,3,2,3,7,3.47,False,True,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,A
19,1,1,4,4,3,5,8,3.3,False,True,True,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,C
17,2,0,4,5,1,2,11,3.13,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,F
18,2,0,5,3,1,5,9,4.55,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,B
17,2,0,4,3,1,5,13,4.71,True,False,True,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,A
17,2,0,1,2,1,5,12,3.23,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,B
18,1,0,3,3,1,3,10,3.5,False,True,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,B
18,3,0,5,3,1,4,19,4.17,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,C
18,2,0,4,3,1,5,13,4.62,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,C
18,2,1,4,4,2,5,12,4.99,False,True,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,A
18,2,0,4,3,1,3,11,3.67,True,False,True,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,D
17,2,0,2,3,1,1,20,3.63,True,False,True,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,C
17,2,0,3,2,1,3,11,3.42,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,C
18,2,0,3,3,2,3,10,4.24,False,True,True,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,A
18,3,0,4,2,2,5,13,4.63,False,True,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,A
17,1,1,5,2,1,1,6,4.96,True,False,True,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,A
18,1,0,5,2,1,4,10,3.75,True,False,True,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,D
19,2,2,3,2,1,3,7,3.37,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,D
18,1,0,4,3,2,3,12,3.13,False,True,True,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,D
17,3,0,3,4,1,3,11,4.5,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,C
17,1,0,3,5,1,1,5,4.21,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,C
18,3,0,5,4,1,1,18,3.69,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,A
18,3,0,4,3,1,4,8,4.52,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,C
20,3,2,5,4,1,3,14,3.15,True,False,True,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,B
18,2,0,5,4,3,2,9,3.33,True,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,C
17,2,0,4,5,2,1,10,3.86,True,False,True,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,B
18,2,0,3,2,1,2,14,4.83,False,True,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,A
18,1,0,4,4,1,5,6,4.43,False,True,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,A
17,2,0,4,4,1,3,11,4.08,False,True,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,B
19,1,1,4,3,1,5,5,3.56,False,True,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,F
18,3,0,5,3,1,4,9,4.72,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,B
18,1,0,4,4,2,5,5,4.76,True,False,True,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,A
19,3,1,5,4,1,5,5,3.8,True,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,C
18,2,0,4,3,1,1,9,4.21,True,False,True,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,A
17,1,0,2,4,3,2,19,4.61,False,True,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,A
18,1,0,4,4,3,5,12,4.24,False,True,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,B
19,1,0,3,2,3,5,9,3.48,False,True,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,B
19,1,1,4,4,2,4,13,3.124008417381158,False,True,True,True,True,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,F
18,1,0,3,2,1,3,8,3.4992366920305273,True,True,True,False,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,F
18,2,0,4,3,1,5,18,3.7948499894484473,False,True,True,False,True,False,True,True,True,False,False,False,True,False,True,False,False,False,False,False,F
19,1,1,4,4,2,5,12,3.1269473086893855,False,True,True,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,F
17,2,0,3,2,1,4,7,3.6434273908312256,True,False,True,False,True,True,False,True,False,False,True,True,False,False,False,False,False,False,True,True,F
18,1,1,3,3,1,5,11,3.1,False,True,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,F
19,2,0,3,2,1,5,14,3.0641845013423787,True,True,True,False,True,True,False,True,True,True,False,False,True,False,True,False,False,False,False,False,F
20,2,0,3,2,1,5,15,3.082907941845975,True,True,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,F
17,2,0,4,4,1,2,10,3.140829299463698,False,True,True,False,True,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,F
19,2,0,4,2,1,3,12,3.6477276772677207,True,True,True,False,True,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,F
19,3,0,4,3,1,3,12,3.5408191318732802,True,False,True,False,False,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,F
17,2,0,3,2,1,2,8,4.19762911150066,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,False,F
18,2,0,4,3,1,5,17,3.632755801086715,False,True,True,False,True,False,True,True,True,False,False,False,True,False,True,False,False,False,False,False,F
17,3,0,3,2,1,3,9,3.547661007323421,True,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,F
18,3,0,4,2,1,2,9,3.3950280361067398,True,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,F
18,3,0,4,3,1,4,7,3.3744520626816152,True,False,True,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,F
19,2,0,3,2,1,5,13,3.048555764735041,True,True,True,False,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,F
19,2,0,4,2,1,2,10,3.154821323540583,False,True,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,F
19,3,0,5,2,1,2,10,3.3726798156263054,True,True,True,False,True,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,F
19,2,0,4,2,1,4,12,3.487251002191984,True,True,True,False,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,F
18,2,0,3,2,1,5,20,3.825620887154547,False,True,True,False,True,True,False,True,True,True,False,False,True,False,True,False,False,False,False,False,F
19,2,0,3,3,1,5,12,3.0745798121057017,True,True,True,False,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,F
17,1,0,4,2,1,5,5,3.6832624016117035,True,True,True,False,True,True,True,True,True,False,False,True,False,False,True,False,False,False,False,True,F
18,3,0,4,3,1,3,7,3.6091846760248223,True,False,True,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,F
17,2,0,4,2,1,2,7,4.060530375888198,True,False,True,False,True,True,False,True,True,False,False,True,False,False,True,False,False,False,False,True,F
19,2,0,3,2,1,4,13,3.0339076881022393,True,True,True,False,True,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,F
17,2,0,3,2,1,4,9,3.588163596130049,True,True,True,False,True,False,True,True,True,False,True,False,False,False,True,False,False,False,True,False,F
19,1,0,4,3,1,5,5,3.532446008692603,True,True,True,True,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,F
19,3,0,3,3,1,3,7,3.534018326544913,True,False,True,True,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,F
18,1,1,3,3,2,5,7,3.3342601077211733,False,True,True,False,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,F
19,2,0,3,3,1,2,8,4.08263089028825,True,True,True,False,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,F
19,1,1,4,4,1,5,12,3.112631389917361,False,True,True,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,F
18,3,0,4,4,1,2,13,3.405024155567743,True,False,True,False,False,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,F
20,1,1,4,3,2,5,13,3.099464878135907,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,F
19,3,0,5,2,1,3,10,3.499580476958342,True,True,True,False,True,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,F
18,2,0,4,3,1,3,7,3.8881978720280337,True,True,True,False,True,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,F
18,1,0,4,2,1,5,5,3.5994558514989845,True,True,True,False,True,True,True,True,True,False,False,True,False,False,True,False,False,False,False,True,F
18,1,1,3,2,1,5,6,3.3985441346971177,False,True,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,F
20,3,0,4,2,1,4,12,3.351174932151989,True,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,F
19,2,0,3,3,1,2,8,4.071957694330885,True,True,True,False,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,F
19,1,1,4,4,2,5,12,3.122635741791253,False,True,True,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,F
17,2,0,4,4,1,2,10,3.1395569476019753,False,True,True,False,True,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,F
18,3,0,4,3,1,2,13,3.442628297294583,True,False,True,False,False,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,F
19,2,0,4,3,1,4,12,3.0985408852108756,False,True,True,False,True,False,True,True,True,True,False,False,False,False,True,False,False,False,False,False,F
18,1,1,3,2,1,5,5,3.474116822098379,False,True,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,F
19,3,0,5,2,1,3,10,3.48969016627472,True,True,True,False,True,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,F
17,2,0,4,2,1,2,7,4.183917940902541,True,False,True,False,True,True,False,True,True,False,False,True,False,False,True,False,False,False,False,True,F
18,1,1,3,3,1,5,10,3.1,False,True,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,F
18,2,0,4,3,1,2,7,3.950778902230201,True,False,True,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,F
18,2,0,4,3,1,5,16,3.515716363443595,False,True,True,False,True,False,True,True,True,False,False,False,True,False,True,False,False,False,False,False,F
17,3,0,4,5,1,2,12,3.240444195109848,True,True,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,True,F
18,3,0,3,4,1,2,14,3.2905242626186006,True,True,True,False,False,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,F
18,1,1,4,3,1,5,5,3.5069054777106357,False,True,True,False,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,F
19,1,1,4,4,2,4,13,3.1215926294668432,False,True,True,True,True,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,F
18,2,0,4,3,1,4,7,3.5570988215596295,True,True,True,False,True,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,F
18,3,0,4,4,1,2,13,3.250723597763591,True,True,True,False,True,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,F
19,1,1,4,4,1,5,12,3.105854488425493,False,True,True,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,F
19,1,0,4,3,1,5,5,3.544843946208502,True,True,True,True,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,F
17,2,0,4,2,1,5,6,3.582841267134356,True,True,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,F
18,3,0,4,2,1,2,9,3.2285745242801265,True,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,F
18,2,0,4,2,1,2,13,3.1144950191310254,True,True,True,False,True,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,F
19,2,0,3,3,1,2,8,4.208545841780759,True,False,True,False,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,F
18,3,0,3,4,1,2,14,3.219731269442191,True,False,True,False,False,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,F
19,3,0,4,3,1,5,6,3.2575828708312002,True,True,True,True,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,F
18,2,0,4,2,1,2,13,3.069433485683216,True,True,True,False,True,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,F
18,1,1,3,2,1,5,9,3.1,False,True,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,F
18,2,0,4,3,1,4,7,3.438436036542951,True,True,True,False,True,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,F
19,2,0,4,2,1,3,12,3.217958186607911,True,True,True,False,True,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,F
18,3,0,4,3,1,2,13,3.1762937419084567,True,True,True,False,True,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,F
17,2,0,3,2,1,4,7,3.642716773678614,True,False,True,False,True,True,False,True,False,False,True,True,False,False,False,False,False,False,True,True,F
19,2,0,4,2,1,3,12,3.4653580647054847,True,True,True,False,True,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,F
19,2,0,4,3,1,4,12,3.084778139781984,False,True,True,False,True,False,True,True,True,True,False,False,False,False,True,False,False,False,False,False,F
18,3,0,4,3,1,5,7,3.203032127565034,True,True,True,True,False,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,F
18,1,0,4,2,1,5,5,3.57943600045072,True,True,True,False,True,True,True,True,True,False,False,True,False,False,True,False,False,False,False,True,F
20,3,0,3,2,1,4,13,3.1896538555177063,True,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,F
19,2,0,3,3,1,2,8,4.036516986973167,True,True,True,False,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,F
17,2,0,3,2,1,4,9,3.390164956340658,True,True,True,False,True,False,True,True,True,False,True,False,False,False,True,False,False,False,True,False,F
18,2,0,4,3,1,2,13,3.1531242144440004,True,True,True,False,True,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,F
20,3,0,4,2,1,4,12,3.483732637460063,True,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,F
17,2,0,4,3,1,5,6,3.5425023175608605,True,True,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,F
18,3,0,4,2,1,5,6,3.201710319138936,True,False,True,True,False,True,True,True,True,False,False,True,False,False,True,False,False,False,False,True,F
18,1,1,3,2,1,5,6,3.429876533725995,False,True,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,F
19,3,0,5,2,1,3,11,3.5342499384866977,True,True,True,False,True,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,F
18,1,0,3,2,1,3,8,3.733040993709935,True,True,True,False,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,F
20,1,1,4,4,2,5,13,3.1278548993108264,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,F
17,2,0,3,2,1,2,8,4.041724174363137,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,False,F
19,1,1,4,4,2,5,12,3.1202581335045574,False,True,True,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,F
18,1,0,3,2,1,2,8,3.9759146099786267,True,True,True,False,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,F
18,1,1,3,2,1,5,5,3.511838212424102,False,True,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,F
18,2,0,4,3,1,5,16,3.6012225330376078,False,True,True,False,True,False,True,True,True,False,False,False,True,False,True,False,False,False,False,False,F
18,3,0,4,4,1,2,14,3.334180510065973,True,True,True,False,True,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False,F
20,3,0,3,2,1,4,13,3.2298261657470575,True,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,F
18,1,1,4,3,1,5,6,3.451854641718826,False,True,True,False,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,F
18,1,1,3,3,2,5,7,3.401340649812049,False,True,True,False,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,F
19,3,0,5,2,1,3,11,3.60618157813236,True,True,True,False,True,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,F
18,2,0,3,3,1,4,7,3.642208415613378,True,True,True,False,False,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,F
18,3,0,4,2,1,5,6,3.156259765577313,True,False,True,True,False,True,True,True,True,False,False,True,False,False,True,False,False,False,False,True,F
